Names	!color
Crenarchaeota-none-none-none-none-Crenarchaeota_archaeon_SCGC_AAA471-B23-GCA_000405885	#CC0066
Crenarchaeota-none-none-none-none-Crenarchaeota_archaeon_13_1_40CM_3_53_5-GCA_001918715	#CC0066
Crenarchaeota-none-none-none-none-Crenarchaeota_archaeon_13_1_40CM_3_52_4-GCA_001918735	#CC0066
Crenarchaeota-none-none-none-none-Crenarchaeota_archaeon_13_1_40CM_3_52_17-GCA_001918745	#CC0066
Crenarchaeota-none-none-none-none-Crenarchaeota_archaeon_13_1_40CM_3_52_10-GCA_001918765	#CC0066
Crenarchaeota-none-none-none-none-Crenarchaeota_archaeon_13_1_40CM_2_52_14-GCA_001919175	#CC0066
Crenarchaeota-none-none-none-none-Crenarchaeota_archaeon_13_1_20CM_2_53_14-GCA_001920575	#CC0066
Crenarchaeota-none-none-none-none-Crenarchaeota_archaeon_13_1_20CM_2_51_8-GCA_001920635	#CC0066
Crenarchaeota-none-none-none-none-Crenarchaeota_archaeon_JdFR-12-GCA_002011055	#CC0066
Crenarchaeota-none-none-none-none-Crenarchaeota_archaeon-GCA_003352245	#CC0066
Crenarchaeota-none-none-none-none-Crenarchaeota_archaeon-GCA_003352265	#CC0066
Crenarchaeota-none-none-none-none-Crenarchaeota_archaeon-GCA_003352285	#CC0066
Crenarchaeota-none-none-none-none-Crenarchaeota_archaeon-GCA_003352295	#CC0066
Crenarchaeota-Thermoprotei-Desulfurococcales-Acidilobaceae-Acidilobus-Acidilobus_saccharovorans-GCA_000144915	#CC0066
Crenarchaeota-Thermoprotei-Desulfurococcales-Acidilobaceae-Acidilobus-uncultured_Acidilobus_sp_MG-GCA_000495675	#CC0066
Crenarchaeota-Thermoprotei-Desulfurococcales-Acidilobaceae-Acidilobus-uncultured_Acidilobus_sp_CIS-GCA_000495695	#CC0066
Crenarchaeota-Thermoprotei-Desulfurococcales-Acidilobaceae-Acidilobus-uncultured_Acidilobus_sp_OSP8-GCA_000495715	#CC0066
Crenarchaeota-Thermoprotei-Desulfurococcales-Acidilobaceae-Acidilobus-uncultured_Acidilobus_sp_JCHS-GCA_000495735	#CC0066
Crenarchaeota-Thermoprotei-Desulfurococcales-Acidilobaceae-Acidilobus-Acidilobus_sp_SCGC_AC-742_M05-GCA_003086315	#CC0066
Crenarchaeota-Thermoprotei-Desulfurococcales-Acidilobaceae-Acidilobus-Acidilobus_sp_SCGC_AC-742_E15-GCA_003086325	#CC0066
Crenarchaeota-Thermoprotei-Desulfurococcales-Acidilobaceae-Acidilobus-Acidilobus_sp_7A-GCA_003431325	#CC0066
Crenarchaeota-Thermoprotei-Desulfurococcales-Acidilobaceae-none-Acidilobaceae_archaeon_UBA162-GCA_002496425	#CC0066
Crenarchaeota-Thermoprotei-Desulfurococcales-Acidilobaceae-none-Acidilobaceae_archaeon_UBA158-GCA_002506595	#CC0066
Crenarchaeota-Thermoprotei-Desulfurococcales-Caldisphaeraceae-Caldisphaera-Caldisphaera_lagunensis-GCA_000317795	#CC0066
Crenarchaeota-Thermoprotei-Desulfurococcales-Caldisphaeraceae-Caldisphaera-Caldisphaera_sp_-GCA_002877795	#CC0066
Crenarchaeota-Thermoprotei-Desulfurococcales-Caldisphaeraceae-Caldisphaera-Caldisphaera_sp_-GCA_002877855	#CC0066
Crenarchaeota-Thermoprotei-Desulfurococcales-Caldisphaeraceae-Caldisphaera-Caldisphaera_sp_-GCA_002878225	#CC0066
Crenarchaeota-Thermoprotei-Desulfurococcales-Caldisphaeraceae-Caldisphaera-Caldisphaera_sp_-GCA_002878235	#CC0066
Crenarchaeota-Thermoprotei-Desulfurococcales-Desulfurococcaceae-Aeropyrum-Aeropyrum_pernix-GCA_000011125	#CC0066
Crenarchaeota-Thermoprotei-Desulfurococcales-Desulfurococcaceae-Aeropyrum-Aeropyrum_camini-GCA_000591035	#CC0066
Crenarchaeota-Thermoprotei-Desulfurococcales-Desulfurococcaceae-Aeropyrum-Aeropyrum_camini-GCA_001316065	#CC0066
Crenarchaeota-Thermoprotei-Desulfurococcales-Desulfurococcaceae-Desulfurococcus-Desulfurococcus_amylolyticus-GCA_000020905	#CC0066
Crenarchaeota-Thermoprotei-Desulfurococcales-Desulfurococcaceae-Desulfurococcus-Desulfurococcus_mucosus-GCA_000186365	#CC0066
Crenarchaeota-Thermoprotei-Desulfurococcales-Desulfurococcaceae-Desulfurococcus-Desulfurococcus_amylolyticus-GCA_000231015	#CC0066
Crenarchaeota-Thermoprotei-Desulfurococcales-Desulfurococcaceae-Desulfurococcus-Desulfurococcus_amylolyticus-GCA_000513855	#CC0066
Crenarchaeota-Thermoprotei-Desulfurococcales-Desulfurococcaceae-Desulfurococcus-Desulfurococcus_mucosus-GCA_001006085	#CC0066
Crenarchaeota-Thermoprotei-Desulfurococcales-Desulfurococcaceae-Ignicoccus-Ignicoccus_hospitalis-GCA_000017945	#CC0066
Crenarchaeota-Thermoprotei-Desulfurococcales-Desulfurococcaceae-Ignicoccus-Ignicoccus_islandicus-GCA_001481685	#CC0066
Crenarchaeota-Thermoprotei-Desulfurococcales-Desulfurococcaceae-Ignisphaera-Ignisphaera_aggregans-GCA_000145985	#CC0066
Crenarchaeota-Thermoprotei-Desulfurococcales-Desulfurococcaceae-none-Desulfurococcaceae_archaeon_UBA285-GCA_002495025	#CC0066
Crenarchaeota-Thermoprotei-Desulfurococcales-Desulfurococcaceae-none-Desulfurococcaceae_archaeon_UBA150-GCA_002496045	#CC0066
Crenarchaeota-Thermoprotei-Desulfurococcales-Desulfurococcaceae-none-Desulfurococcaceae_archaeon_AG1-GCA_003116855	#CC0066
Crenarchaeota-Thermoprotei-Desulfurococcales-Desulfurococcaceae-none-Desulfurococcaceae_archaeon-GCA_003177295	#CC0066
Crenarchaeota-Thermoprotei-Desulfurococcales-Desulfurococcaceae-Staphylothermus-Staphylothermus_marinus-GCA_000015945	#CC0066
Crenarchaeota-Thermoprotei-Desulfurococcales-Desulfurococcaceae-Staphylothermus-Staphylothermus_hellenicus-GCA_000092465	#CC0066
Crenarchaeota-Thermoprotei-Desulfurococcales-Desulfurococcaceae-Thermogladius-Thermogladius_calderae-GCA_000264495	#CC0066
Crenarchaeota-Thermoprotei-Desulfurococcales-Desulfurococcaceae-Thermosphaera-Thermosphaera_aggregans-GCA_000092185	#CC0066
Crenarchaeota-Thermoprotei-Desulfurococcales-Fervidicoccaceae-Fervidicoccus-Fervidicoccus_fontis-GCA_000258425	#CC0066
Crenarchaeota-Thermoprotei-Desulfurococcales-Fervidicoccaceae-Fervidicoccus-Fervidicoccus_fontis-GCA_002871215	#CC0066
Crenarchaeota-Thermoprotei-Desulfurococcales-Fervidicoccaceae-Fervidicoccus-Fervidicoccus_fontis-GCA_002871295	#CC0066
Crenarchaeota-Thermoprotei-Desulfurococcales-Fervidicoccaceae-Fervidicoccus-Fervidicoccus_sp_-GCA_002899805	#CC0066
Crenarchaeota-Thermoprotei-Desulfurococcales-none-none-Desulfurococcales_archaeon_ex4484_42-GCA_002254465	#CC0066
Crenarchaeota-Thermoprotei-Desulfurococcales-none-none-Desulfurococcales_archaeon_ex4484_58-GCA_002254665	#CC0066
Crenarchaeota-Thermoprotei-Desulfurococcales-none-none-Desulfurococcales_archaeon_ex4484_217_1-GCA_002254745	#CC0066
Crenarchaeota-Thermoprotei-Desulfurococcales-none-none-Desulfurococcales_archaeon_ex4484_217_2-GCA_002254985	#CC0066
Crenarchaeota-Thermoprotei-Desulfurococcales-none-none-Desulfurococcales_archaeon_ex4484_204-GCA_002255065	#CC0066
Crenarchaeota-Thermoprotei-Desulfurococcales-Pyrodictiaceae-Hyperthermus-Hyperthermus_butylicus-GCA_000015145	#CC0066
Crenarchaeota-Thermoprotei-Desulfurococcales-Pyrodictiaceae-Pyrodictium-Pyrodictium_delaneyi-GCA_001412615	#CC0066
Crenarchaeota-Thermoprotei-Desulfurococcales-Pyrodictiaceae-Pyrodictium-Pyrodictium_occultum-GCA_001462395	#CC0066
Crenarchaeota-Thermoprotei-Desulfurococcales-Pyrodictiaceae-Pyrodictium-Pyrodictium_delaneyi-GCA_002194565	#CC0066
Crenarchaeota-Thermoprotei-Desulfurococcales-Pyrodictiaceae-Pyrolobus-Pyrolobus_fumarii-GCA_000223395	#CC0066
Diapherotrites-none-none-none-Iainarchaeum-Iainarchaeum_andersonii-GCA_000402355	#006633
Diapherotrites-none-none-none-none-Diapherotrites_archaeon_SCGC_AAA011-N19-GCA_000404525	#006633
Diapherotrites-none-none-none-none-Diapherotrites_archaeon_SCGC_AAA011-K09-GCA_000404545	#006633
Diapherotrites-none-none-none-none-archaeon_GW2011_AR21-GCA_000806035	#006633
Diapherotrites-none-none-none-none-archaeon_GW2011_AR10-GCA_000830275	#006633
Diapherotrites-none-none-none-none-Diapherotrites_archaeon_UBA493-GCA_002499505	#006633
Diapherotrites-none-none-none-none-Diapherotrites_archaeon-GCA_002687735	#006633
Diapherotrites-none-none-none-none-Diapherotrites_archaeon-GCA_002688035	#006633
Diapherotrites-none-none-none-none-Diapherotrites_archaeon_CG11_big_fil_rev_8_21_14_0_20_37_9-GCA_002762975	#006633
Diapherotrites-none-none-none-none-Diapherotrites_archaeon_CG10_big_fil_rev_8_21_14_0_10_31_34-GCA_002763225	#006633
Diapherotrites-none-none-none-none-Diapherotrites_archaeon_CG09_land_8_20_14_0_10_32_12-GCA_002778895	#006633
Diapherotrites-none-none-none-none-Diapherotrites_archaeon_CG08_land_8_20_14_0_20_34_12-GCA_002779065	#006633
Diapherotrites-none-none-none-none-Diapherotrites_archaeon_CG08_land_8_20_14_0_20_30_16-GCA_002779075	#006633
Diapherotrites-none-none-none-none-Diapherotrites_archaeon_CG_4_10_14_0_2_um_filter_31_5-GCA_002793375	#006633
Diapherotrites-none-none-none-none-Diapherotrites_archaeon-GCA_003551125	#006633
Diapherotrites-none-none-none-none-Diapherotrites_archaeon-GCA_003553825	#006633
Diapherotrites-none-none-none-none-Diapherotrites_archaeon-GCA_003556695	#006633
Diapherotrites-none-none-none-none-Diapherotrites_archaeon-GCA_003558235	#006633
Diapherotrites-none-none-none-none-Diapherotrites_archaeon-GCA_003559395	#006633
Diapherotrites-none-none-none-none-Diapherotrites_archaeon-GCA_003661665	#006633
Diapherotrites-none-none-none-none-Diapherotrites_archaeon-GCA_003661685	#006633
Euryarchaeota-none-none-none-none-euryarchaeote_SCGC_AAA261-E04-GCA_000375985	#006699
Euryarchaeota-none-none-none-none-euryarchaeote_SCGC_AAA261-G15-GCA_000376025	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_SCGC_AAA252-I15-GCA_000402775	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeum_SCGC_AAA287-I03-GCA_000484895	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_SCGC_AAA286-E23-GCA_000484915	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeum_SCGC_AAA287-E17-GCA_000484935	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeum_SCGC_AAA287-N16-GCA_000484955	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_55_53-GCA_001507975	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_SM23-78-GCA_001595785	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_SG8-5-GCA_001595885	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_RBG_13_31_8-GCA_001800665	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_RBG_13_57_23-GCA_001800675	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_RBG_13_61_15-GCA_001800715	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_RBG_16_62_10-GCA_001800735	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_RBG_16_67_27-GCA_001800745	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_RBG_16_68_12-GCA_001800755	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_RBG_16_68_13-GCA_001800795	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_RBG_19FT_COMBO_56_21-GCA_001800815	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_RBG_19FT_COMBO_69_17-GCA_001800825	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_13_1_20CM_4_64_14-GCA_001919915	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_13_1_20CM_2_64_92-GCA_001920565	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_JdFR-20-GCA_002011155	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_JdFR-21-GCA_002011165	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_TMED280-GCA_002168355	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_TMED279-GCA_002168385	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_TMED252-GCA_002168725	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_TMED248-GCA_002168805	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_TMED255-GCA_002169405	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_TMED215-GCA_002169555	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_TMED141-GCA_002170075	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_TMED99-GCA_002170315	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_TMED85-GCA_002170365	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_TMED192-GCA_002170775	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_TMED164-GCA_002170935	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_TMED117-GCA_002171315	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_TMED97-GCA_002171445	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_TMED173-GCA_002172185	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_TMED132-GCA_002172355	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_TMED129-GCA_002172375	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_TMED103-GCA_002172575	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_ex4484_162-GCA_002255125	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_ex4484_178-GCA_002255165	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon-GCA_002317815	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA553-GCA_002494605	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA256-GCA_002494645	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA90-GCA_002494685	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA186-GCA_002494765	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA548-GCA_002494865	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA498-GCA_002494905	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA497-GCA_002494965	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA556-GCA_002494975	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA41-GCA_002495045	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA11-GCA_002495105	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA18-GCA_002495165	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA287-GCA_002495235	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA503-GCA_002495245	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA485-GCA_002495285	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA139-GCA_002495305	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA191-GCA_002495385	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA174-GCA_002495395	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA15-GCA_002495405	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA89-GCA_002495525	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA433-GCA_002495535	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA549-GCA_002495645	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA182-GCA_002495675	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA54-GCA_002495735	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA84-GCA_002495765	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA595-GCA_002495815	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA228-GCA_002495855	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA101-GCA_002495925	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA13-GCA_002495945	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA194-GCA_002496005	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA138-GCA_002496125	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA85-GCA_002496175	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA66-GCA_002496205	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA100-GCA_002496245	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA546-GCA_002496285	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA346-GCA_002496355	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA30-GCA_002496435	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA36-GCA_002496485	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA621-GCA_002496595	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA82-GCA_002496635	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA67-GCA_002496675	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA181-GCA_002496725	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA132-GCA_002496735	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA198-GCA_002496825	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA495-GCA_002496845	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA104-GCA_002496885	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA105-GCA_002496905	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA227-GCA_002496925	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA128-GCA_002496955	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA196-GCA_002496985	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA126-GCA_002497025	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA531-GCA_002497125	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA68-GCA_002497145	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA225-GCA_002497185	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA253-GCA_002497225	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA439-GCA_002497245	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA9-GCA_002497265	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA171-GCA_002497295	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA560-GCA_002497315	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA547-GCA_002497385	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA63-GCA_002497405	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA603-GCA_002497465	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA109-GCA_002497525	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA622-GCA_002497545	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA179-GCA_002497565	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA12-GCA_002497645	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA169-GCA_002497685	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA484-GCA_002497745	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA486-GCA_002497765	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA599-GCA_002497805	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA620-GCA_002497845	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA65-GCA_002497865	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA21-GCA_002497885	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA175-GCA_002497895	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA251-GCA_002497905	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA4-GCA_002497985	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA87-GCA_002498135	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA260-GCA_002498145	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA10-GCA_002498185	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA596-GCA_002498205	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA38-GCA_002498215	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA35-GCA_002498265	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA602-GCA_002498455	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA58-GCA_002498525	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA221-GCA_002498535	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA465-GCA_002498585	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA464-GCA_002498625	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA23-GCA_002498725	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA173-GCA_002498925	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA619-GCA_002498935	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA37-GCA_002498945	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA257-GCA_002498985	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA242-GCA_002499015	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA443-GCA_002499195	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA442-GCA_002499205	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA601-GCA_002499265	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA172-GCA_002499285	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA538-GCA_002499325	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA170-GCA_002499345	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA29-GCA_002499365	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA34-GCA_002499425	#006699
Euryarchaeota-none-none-none-none-Euryarchaeota_archaeon_UBA178-GCA_002499485	#006699
